DataSystem,Affiliation,Country
Mailing_List,personal emailadres,Belgium
Mailing_List,Belspo,Belgium
Mailing_List,Consortium of European Taxonomic Facilities (CETAF),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,School of Veterinary Medicine,Greece
Mailing_List,VLIZ,Belgium
Mailing_List,Belgian Biodiversity Platform (BBPf),Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Natagora Aves,Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,personal emailadres,NA
Mailing_List,"Uliege, TERRA Research centre",Belgium
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Uantwerpen, Department of Biology, Behavioural Ecology and Eco-Physiology Group",Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,personal emailadres,NA
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,European Marine Board (EMB),Belgium
Mailing_List,"Université Libre De Bruxelles, Marine Biology Lab",Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,FWO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,LifeWatch ERIC,Europe
Mailing_List,LifeWatch ERIC,Europe
Mailing_List,VLIZ,Belgium
Mailing_List,"Ugent, Falculty of Bioscience Engineering, Department of Animal Sciences and Aquatic Ecology, GhEnToxLab",Belgium
Mailing_List,WWF Belgium,Global
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,INBO,Belgium
Mailing_List,School of Veterinary Medicine,Greece
Mailing_List,project(!) - De Rijke Noordzee - samen werking tussen Stichting De Noordzee en Natuur En Milieu  - Eline verbonden aan Stichting De Noordzee,The Netherlands
Mailing_List,VLIZ,Belgium
Mailing_List,European Space Agency,Europe
Mailing_List,project(!) - De Rijke Noordzee - samen werking tussen Stichting De Noordzee en Natuur En Milieu,The Netherlands
Mailing_List,Vlaamse Instelling voor Technologisch Onderzoek (VITO),Belgium
Mailing_List,INBO,Belgium
Mailing_List,INBO,Belgium
Mailing_List,INBO,Belgium
Mailing_List,"KULeuven, Department of Biology, Ecology, Evolution and Biodiversity Conservation Section; Laboratorium voor Biodiversiteit en Evolutionaire Genomica (LBEG)",Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Plantentuin Meise,Belgium
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Department of Economy, Science and Innovation",Belgium
Mailing_List,"Department of Economy, Science and Innovation",Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,"Brazilian Government, Ministry of Agriculture, Livestock and Food supply, Brazilian Agricultural Research Corporation",Brazil
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Terrestrial Ecology Unit",Belgium
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Swedish University of Agricultural Sciences (SLU), Department of Wildlife, Fish and Environmental Studies",Sweden
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,INBO,Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Terrestrial Ecology Unit",Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,INBO,Belgium
Mailing_List,"Ugent, Falculty of Bioscience Engineering, Department of Animal Sciences and Aquatic Ecology, GhEnToxLab",Belgium
Mailing_List,EMODnet Secretariat,Europe
Mailing_List,VLIZ,Belgium
Mailing_List,"Ugent, Departement of of Animal Science and Aquatic Ecology, Aquatic Ecology (AECO)",Belgium
Mailing_List,"Ugent, Faculty of Bioscience Engineering, Departement of Data analysis and mathematical modelling",Belgium
Mailing_List,INBO,Belgium
Mailing_List,Fédération Wallonie-Bruxelles,Belgium
Mailing_List,INBO,Belgium
Mailing_List,Ardenne & Gaume,Belgium
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,INBO,Belgium
Mailing_List,"Wageningen University & Research, Wageningen Marine Research",Netherlands
Mailing_List,European Marine Board (EMB),Belgium
Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Researchgroup of Zooloy: Biodiversity and Toxicology, Research Centre for Envronmental Sciences",Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Belgian Biodiversity Platform (BBPf),Belgium
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,personal emailadres,NA
Mailing_List,LifeWatch ERIC,Europe
Mailing_List,"Université Catholique de Louvain, Department of Sciences and Technology, Earth and Life Institute, Environmental Sciences",Belgium
Mailing_List,"Ugent, Falculty of Bioscience Engineering, Department of Animal Sciences and Aquatic Ecology, GhEnToxLab",Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,AfricaMuseum,Belgium
Mailing_List,Service public de Wallonie (SPW),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Research Institute for Agriculture, Fisheries and Food (ILVO)",Belgium
Mailing_List,AfricaMuseum,Belgium
Mailing_List,Lotek,Canada
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Defensie,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,INBO,Belgium
Mailing_List,INBO,Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Terrestrial Ecology Unit",Belgium
Mailing_List,"Ugent, Falculty of Sciences, Departement of Biology, PAE",Belgium
Mailing_List,"Ugent, Faculty of Verterinary Medicine, Department of Virology, parasitology and immunology",Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,AfricaMuseum,Belgium
Mailing_List,AfricaMuseum,Belgium
Mailing_List,"Uliege, Gembloux Agro-Bio Tech ",Belgium
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium
Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Researchgroup of Zooloy: Biodiversity and Toxicology, Research Centre for Envronmental Sciences",Belgium
Mailing_List,"Uantwerpen, Department of Biology, Behavioural Ecology and Eco-Physiology Group",Belgium
Mailing_List,"Université Catholique de Louvain, Department of Sciences and Technology, Earth and Life Institute, Environmental Sciences",Belgium
Mailing_List,INBO,Belgium
Mailing_List,personal emailadres,NA
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,"Department of Economy, Science and Innovation",Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Research group of Environmental Biology, Researh Centre for Environmental Sciences",Belgium
Mailing_List,INBO,Belgium
Mailing_List,AfricaMuseum,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Belgian Biodiversity Platform (BBPf),Belgium
Mailing_List,INBO,Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,personal emailadres,Italy
Mailing_List,VLIZ,Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Natagora,Belgium
Mailing_List,INBO,Belgium
Mailing_List,"Ugent, Departement of of Animal Science and Aquatic Ecology, Aquatic Ecology (AECO)",Belgium
Mailing_List,Deltares,Netherlands
Mailing_List,VLIZ,Belgium
Mailing_List,Vlaamse Overheid,Belgium
Mailing_List,Provincie Ooste-Vlaanderen,Belgium
Mailing_List,UNESCO/IOC Project Office for IODE,Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium
Mailing_List,"Australia National University, Research School of Earth Sciences",Australia
Mailing_List,personal emailadres,NA
Mailing_List,Vlaamse Instelling voor Technologisch Onderzoek (VITO),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,personal emailadres,NA
Mailing_List,VLIZ,Belgium
Mailing_List,personal emailadres,NA
Mailing_List,personal emailadres,NA
Mailing_List,UNESCO/IOC Project Office for IODE,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,personal emailadres,NA
Mailing_List,Defensie,Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Ugent, Departement of of Animal Science and Aquatic Ecology, Aquatic Ecology (AECO)",Belgium
Mailing_List,Federale Overheidsdienst Justitie,Belgium
Mailing_List,INBO,Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,personal emailadres,NA
Mailing_List,"Uliege, TERRA Research centre",Belgium
Mailing_List,"Uliege, TERRA Research centre",Belgium
Mailing_List,"Université Catholique de Louvain, Department of Sciences and Technology, Earth and Life Institute, Environmental Sciences",Belgium
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Researchgroup of Zooloy: Biodiversity and Toxicology, Research Centre for Envronmental Sciences",Belgium
Mailing_List,INBO,Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium
Mailing_List,University of Sheffield,UK
Mailing_List,INBO,Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,personal emailadres,NA
Mailing_List,UNESCO/IOC Project Office for IODE,Belgium
Mailing_List,"Uantwerpen, Department of Biology, Behavioural Ecology and Eco-Physiology Group",Belgium
Mailing_List,VLIZ,Belgium
Mailing_List,Institute of Tropical Medicine Antwerp,Belgium
Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
Mailing_List,VLIZ,Belgium
RegisteredUsers_Dataservices_Aphia_ETN,Flanders Marine Institute (VLIZ),Belgium
RegisteredUsers_Dataservices_Aphia_ETN,Research Institute for Nature and Forest (INBO),Belgium
RegisteredUsers_Dataservices_Aphia_ETN,personal,
RegisteredUsers_Dataservices_Aphia_ETN,Muséum National d'Histoire Naturelle (MNHN),France
RegisteredUsers_Dataservices_Aphia_ETN,Naturalis,Netherlands
RegisteredUsers_Dataservices_Aphia_ETN,Natural History Museum (NHM),UK
RegisteredUsers_Dataservices_Aphia_ETN,Nord University,Norway
RegisteredUsers_Dataservices_Aphia_ETN,Flanders Marine Institute (VLIZ),Belgium
RegisteredUsers_Dataservices_Aphia_ETN,Senckenberg – Leibniz Institution for Biodiversity and Earth System Research,Germany
RegisteredUsers_Dataservices_Aphia_ETN,Research Institute for Nature and Forest (INBO),Belgium
RegisteredUsers_Dataservices_Aphia_ETN,University of the Azores,Portugal
RegisteredUsers_Dataservices_Aphia_ETN,UNESCO/IOC Project Office for IODE,Belgium
RegisteredUsers_Dataservices_Aphia_ETN,Flanders Marine Institute (VLIZ),Belgium
RegisteredUsers_Dataservices_Aphia_ETN,Royal Belgian Institute of Natural Sciences (RBINS),Belgium
RegisteredUsers_Dataservices_Aphia_ETN,Kamchatka Branch of Pacific Institute of Geography,Russia
RegisteredUsers_Dataservices_Aphia_ETN,National Institute of Water and Atmospheric Research (NIWA),New Zealand
RegisteredUsers_Dataservices_Aphia_ETN,National University of Ireland Galway,Ireland
RegisteredUsers_Dataservices_Aphia_ETN,RWTH AACHEN UNIVERSITY,Germany
RegisteredUsers_Dataservices_Aphia_ETN,personal,France
RegisteredUsers_Dataservices_Aphia_ETN,Muzeul Național de Istorie Naturală Grigore Antipa,Romania
RegisteredUsers_Dataservices_Aphia_ETN,personal,
RegisteredUsers_Dataservices_Aphia_ETN,ARTOO Marine Biology Consultants,UK
RegisteredUsers_Dataservices_Aphia_ETN,University of Bergen - Department of Biological Sciences,Norway
